序号,操作人,操作对象,具体操作,操作IP,操作时间
6008,NSW,图库管理,5,111.172.245.49,2017/12/1 16:53:13
6007,NSW,图库管理,4,111.172.245.49,2017/12/1 16:53:06
6006,NSW,图库管理,3,111.172.245.49,2017/12/1 16:53:00
6005,NSW,图库管理,2,111.172.245.49,2017/12/1 16:52:54
6004,NSW,图库管理,1,111.172.245.49,2017/12/1 16:51:15
6003,NSW,图库管理,大禹阀门,111.172.245.49,2017/12/1 16:50:05
6002,NSW,修改资讯所属分类,更新 修改资讯所属分类(ID:112， ColumnID:14),111.172.245.49,2017/12/1 16:42:19
6001,NSW,修改资讯所属分类,更新 修改资讯所属分类(ID:122， ColumnID:14),111.172.245.49,2017/12/1 16:42:13
6000,NSW,修改资讯所属分类,更新 修改资讯所属分类(ID:135， ColumnID:14),111.172.245.49,2017/12/1 16:42:05
5999,NSW,资讯,更新 资讯(ID:163， 雄楚大道国家电网办公屏风采购，选择红鑫家具厂家),111.172.245.49,2017/12/1 16:41:18
5998,NSW,修改资讯所属分类,更新 修改资讯所属分类(ID:166， ColumnID:13),111.172.245.49,2017/12/1 16:41:08
5997,NSW,资讯,更新 资讯(ID:169， 青和居社区办公家具采购，再次选择了红鑫家具),111.172.245.49,2017/12/1 16:41:02
5996,NSW,修改资讯所属分类,更新 修改资讯所属分类(ID:176， ColumnID:13),111.172.245.49,2017/12/1 16:40:32
5995,NSW,修改资讯所属分类,更新 修改资讯所属分类(ID:175， ColumnID:13),111.172.245.49,2017/12/1 16:40:29
5994,NSW,资讯,更新 资讯(ID:182， 武汉理工大学孵化器办公家具采购，相信红鑫家具是最好的选择),111.172.245.49,2017/12/1 16:39:57
5993,NSW,资讯,更新 资讯(ID:184， 汉口北国泰农机大市场办公家具采购，一眼就看中了红鑫家具),111.172.245.49,2017/12/1 16:39:21
5992,NSW,资讯,更新 资讯(ID:174， 未来科技城国科量子通信办公家具定制，再次与红鑫办公家俱合作),111.172.245.49,2017/12/1 16:38:55
5991,NSW,资讯,更新 资讯(ID:173， 未来科技城上海展讯工程办公家具采购，一眼就选中了红鑫办公家具),111.172.245.49,2017/12/1 16:38:44
5990,NSW,资讯,更新 资讯(ID:191， 太康医院全套办公家具采购，红鑫家具一站式解决！),111.172.245.49,2017/12/1 15:28:35
5989,NSW,资讯,新增 资讯(太康医院全套办公家具采购，红鑫家具一站式解决！),111.172.245.49,2017/12/1 15:27:43
5988,NSW,图库管理,13,111.172.245.49,2017/12/1 15:25:30
5987,NSW,图库管理,12,111.172.245.49,2017/12/1 15:25:25
5986,NSW,图库管理,11,111.172.245.49,2017/12/1 15:25:19
5985,NSW,图库管理,10,111.172.245.49,2017/12/1 15:25:13
5984,NSW,图库管理,9,111.172.245.49,2017/12/1 15:25:07
5983,NSW,图库管理,8,111.172.245.49,2017/12/1 15:25:00
5982,NSW,图库管理,7,111.172.245.49,2017/12/1 15:24:55
5981,NSW,图库管理,6,111.172.245.49,2017/12/1 15:24:49
5980,NSW,图库管理,5,111.172.245.49,2017/12/1 15:24:19
5979,NSW,图库管理,4,111.172.245.49,2017/12/1 15:24:13
5978,NSW,图库管理,3,111.172.245.49,2017/12/1 15:24:08
5977,NSW,图库管理,2,111.172.245.49,2017/12/1 15:24:02
5976,NSW,图库管理,太康医院,111.172.245.49,2017/12/1 15:23:54
5975,NSW,图库管理,太康医院,111.172.245.49,2017/12/1 15:22:03
5974,NSW,资讯,更新 资讯(ID:190， 凌云建筑办公家具指定选购红鑫，对品质追求极致！),111.172.245.49,2017/12/1 15:09:08
5973,NSW,资讯,新增 资讯(凌云建筑办公家具指定选购红鑫，对品质追求极致！),111.172.245.49,2017/12/1 15:08:56
5972,NSW,图库管理,10,111.172.245.49,2017/12/1 15:07:13
5971,NSW,图库管理,9,111.172.245.49,2017/12/1 15:07:13
5970,NSW,图库管理,8,111.172.245.49,2017/12/1 15:07:06
5969,NSW,图库管理,7,111.172.245.49,2017/12/1 15:06:56
5968,NSW,图库管理,6,111.172.245.49,2017/12/1 15:06:49
5967,NSW,图库管理,5,111.172.245.49,2017/12/1 15:06:41
5966,NSW,图库管理,4,111.172.245.49,2017/12/1 15:06:34
5965,NSW,图库管理,3,111.172.245.49,2017/12/1 15:06:29
5964,NSW,图库管理,2,111.172.245.49,2017/12/1 15:06:23
5963,NSW,图库管理,武汉凌云科技,111.172.245.49,2017/12/1 15:06:05
5962,NSW,图库管理,武汉凌云科技,111.172.245.49,2017/12/1 15:05:46
5961,NSW,图库管理,武汉凌云科技,111.172.245.49,2017/12/1 15:05:36
5960,NSW,资讯,更新 资讯(ID:149， 武汉高铁训练营办公家具采购，首选红鑫家具~),111.172.245.49,2017/12/1 14:50:23
5959,NSW,资讯,更新 资讯(ID:189， 光谷汇金中心办公家具设计，红鑫家具全程指导！),111.172.245.49,2017/12/1 14:49:39
5958,NSW,资讯,新增 资讯(光谷汇金中心办公家具设计，红鑫家具全程跟踪！),111.172.245.49,2017/12/1 14:47:26
5957,NSW,图库管理,22,111.172.245.49,2017/12/1 14:43:30
5956,NSW,图库管理,21,111.172.245.49,2017/12/1 14:43:30
5955,NSW,图库管理,20,111.172.245.49,2017/12/1 14:43:30
5954,NSW,图库管理,19,111.172.245.49,2017/12/1 14:43:30
5953,NSW,图库管理,18,111.172.245.49,2017/12/1 14:43:30
5952,NSW,图库管理,18 - 副本,111.172.245.49,2017/12/1 14:43:30
5951,NSW,图库管理,17,111.172.245.49,2017/12/1 14:43:30
5950,NSW,图库管理,16,111.172.245.49,2017/12/1 14:43:30
5949,NSW,图库管理,15,111.172.245.49,2017/12/1 14:43:30
5948,NSW,图库管理,14,111.172.245.49,2017/12/1 14:43:30
5947,NSW,图库管理,13,111.172.245.49,2017/12/1 14:43:30
5946,NSW,图库管理,12,111.172.245.49,2017/12/1 14:43:29
5945,NSW,图库管理,11-1,111.172.245.49,2017/12/1 14:43:29
5944,NSW,图库管理,11,111.172.245.49,2017/12/1 14:42:46
5943,NSW,图库管理,10,111.172.245.49,2017/12/1 14:42:23
5942,NSW,图库管理,9,111.172.245.49,2017/12/1 14:42:18
5941,NSW,图库管理,8,111.172.245.49,2017/12/1 14:42:10
5940,NSW,图库管理,7,111.172.245.49,2017/12/1 14:41:59
5939,NSW,图库管理,6,111.172.245.49,2017/12/1 14:41:55
5938,NSW,图库管理,5,111.172.245.49,2017/12/1 14:41:50
5937,NSW,图库管理,4,111.172.245.49,2017/12/1 14:41:45
5936,NSW,图库管理,3,111.172.245.49,2017/12/1 14:40:50
5935,NSW,图库管理,2,111.172.245.49,2017/12/1 14:40:44
5934,NSW,图库管理,1,111.172.245.49,2017/12/1 14:40:39
5933,NSW,图库管理,光谷汇金中心,111.172.245.49,2017/12/1 14:38:22
5932,NSW,资讯,新增 资讯(武钢大厦整体办公家具采购，首选红鑫家具！),111.172.245.49,2017/12/1 14:27:12
5931,NSW,图库管理,DSC_5889,111.172.245.49,2017/12/1 14:23:12
5930,NSW,图库管理,DSC_5888,111.172.245.49,2017/12/1 14:23:12
5929,NSW,图库管理,DSC_5887,111.172.245.49,2017/12/1 14:23:12
5928,NSW,图库管理,DSC_5886,111.172.245.49,2017/12/1 14:23:12
5927,NSW,图库管理,DSC_5885,111.172.245.49,2017/12/1 14:23:12
5926,NSW,图库管理,DSC_5884,111.172.245.49,2017/12/1 14:23:12
5925,NSW,图库管理,DSC_5876 - 副本,111.172.245.49,2017/12/1 14:23:12
5924,NSW,图库管理,13,111.172.245.49,2017/12/1 14:23:12
5923,NSW,图库管理,12,111.172.245.49,2017/12/1 14:23:11
5922,NSW,图库管理,11,111.172.245.49,2017/12/1 14:23:02
5921,NSW,图库管理,10,111.172.245.49,2017/12/1 14:22:56
5920,NSW,图库管理,9,111.172.245.49,2017/12/1 14:22:13
5919,NSW,图库管理,8,111.172.245.49,2017/12/1 14:22:06
5918,NSW,图库管理,7,111.172.245.49,2017/12/1 14:21:59
5917,NSW,图库管理,6,111.172.245.49,2017/12/1 14:21:52
5916,NSW,图库管理,5,111.172.245.49,2017/12/1 14:21:39
5915,NSW,图库管理,4,111.172.245.49,2017/12/1 14:21:33
5914,NSW,图库管理,3,111.172.245.49,2017/12/1 14:21:12
5913,NSW,图库管理,2,111.172.245.49,2017/12/1 14:20:51
5912,NSW,图库管理,1,111.172.245.49,2017/12/1 14:20:42
5911,NSW,图库管理,武钢大厦,111.172.245.49,2017/12/1 14:16:00
5910,NSW,管理员控制面板,登录,111.172.245.49,2017/12/1 14:11:23
5909,NSW,管理员控制面板,登录,220.169.61.58,2017/11/29 13:39:48
5908,NSW,管理员控制面板,登录,58.49.80.132,2017/11/29 9:39:18
5907,NSW,资讯,更新 资讯(ID:187， 未来之光楚天激光办公家具搭配选择),111.172.245.49,2017/11/28 15:30:30
5906,NSW,管理员控制面板,登录,111.172.245.49,2017/11/28 15:29:55
5905,NSW,资讯,新增 资讯(未来之光楚天激光办公家具搭配选择),111.172.245.49,2017/11/28 15:25:12
5904,NSW,图库管理,12,111.172.245.49,2017/11/28 14:53:24
5903,NSW,图库管理,11,111.172.245.49,2017/11/28 14:53:17
5902,NSW,图库管理,10,111.172.245.49,2017/11/28 14:53:09
5901,NSW,图库管理,9,111.172.245.49,2017/11/28 14:53:02
5900,NSW,图库管理,8,111.172.245.49,2017/11/28 14:52:55
5899,NSW,图库管理,7,111.172.245.49,2017/11/28 14:52:46
5898,NSW,图库管理,6,111.172.245.49,2017/11/28 14:52:40
5897,NSW,图库管理,5,111.172.245.49,2017/11/28 14:52:34
5896,NSW,图库管理,4,111.172.245.49,2017/11/28 14:52:28
5895,NSW,图库管理,3,111.172.245.49,2017/11/28 14:52:21
5894,NSW,图库管理,2,111.172.245.49,2017/11/28 14:52:16
5893,NSW,图库管理,1,111.172.245.49,2017/11/28 14:52:09
5892,NSW,图库管理,楚天激光,111.172.245.49,2017/11/28 14:51:29
5891,NSW,管理员控制面板,登录,111.172.245.49,2017/11/28 14:47:35
5890,NSW,产品中心,批量删除 产品中心(IDs:<i>null</i>),58.49.80.132,2017/11/27 11:23:57
5889,NSW,产品中心,批量删除 产品中心(IDs:<i>null</i>),58.49.80.132,2017/11/27 11:21:59
5888,NSW,产品中心,更新 产品中心(ID:231， 现代时尚钢架板式结合办公桌22FKH461),58.49.80.132,2017/11/27 11:20:41
5887,NSW,图库管理,Q2-副本600,58.49.80.132,2017/11/27 11:20:35
5886,NSW,图库管理,Q2-副本600,58.49.80.132,2017/11/27 11:20:16
5885,NSW,图库管理,Q2-副副,58.49.80.132,2017/11/27 11:15:06
5884,NSW,产品中心,批量删除 产品中心(IDs:<i>null</i>),58.49.80.132,2017/11/27 10:11:41
5883,NSW,产品中心,批量删除 产品中心(IDs:<i>null</i>),58.49.80.132,2017/11/27 10:10:50
5882,NSW,管理员控制面板,登录,58.49.80.132,2017/11/27 10:09:09
5881,NSW,产品中心,更新 产品中心(ID:25， 简约板式大班台26MKH002),111.172.245.49,2017/11/25 17:32:25
5880,NSW,产品中心,更新 产品中心(ID:28， 板式老板大班台21MOA021),111.172.245.49,2017/11/25 17:26:50
5879,NSW,产品中心,更新 产品中心(ID:26， 简约时尚板式大班台D801),111.172.245.49,2017/11/25 17:23:41
5878,NSW,产品中心,更新 产品中心(ID:26， 简约时尚板式大班台D801),111.172.245.49,2017/11/25 17:23:26
5877,NSW,产品中心,更新 产品中心(ID:26， 简约时尚板式大班台D801),111.172.245.49,2017/11/25 17:22:59
5876,NSW,产品中心,更新 产品中心(ID:128， 冠臣I系列经理板式办公桌GI80-1),111.172.245.49,2017/11/25 17:19:01
5875,NSW,图库管理,20161215114418_4618,111.172.245.49,2017/11/25 17:18:20
5874,NSW,产品中心,更新 产品中心(ID:131， 冠臣smart系列板式经理班台桌GT85),111.172.245.49,2017/11/25 17:16:33
5873,NSW,产品中心,更新 产品中心(ID:131， 冠臣smart系列板式经理班台桌GT85),111.172.245.49,2017/11/25 17:15:38
5872,NSW,产品中心,更新 产品中心(ID:131， 冠臣smart系列板式经理班台桌GT85),111.172.245.49,2017/11/25 17:15:37
5871,NSW,产品中心,更新 产品中心(ID:131， 冠臣smart系列板式经理班台桌GT85),111.172.245.49,2017/11/25 17:15:11
5870,NSW,图库管理,20161215152018_7716,111.172.245.49,2017/11/25 17:15:01
5869,NSW,图库管理,20161215152018_9591,111.172.245.49,2017/11/25 17:14:42
5868,NSW,图库管理,20161215152019_1310,111.172.245.49,2017/11/25 17:14:14
5867,NSW,图库管理,20161215152019_2560,111.172.245.49,2017/11/25 17:13:30
5866,NSW,图库管理,20161215152018_5841,111.172.245.49,2017/11/25 17:13:17
5865,NSW,产品中心,更新 产品中心(ID:56， 简约板式经理班台21MKD033),111.172.245.49,2017/11/25 17:02:29
5864,NSW,图库管理,20161123111005_5896 750,111.172.245.49,2017/11/25 17:02:04
5863,NSW,产品中心,更新 产品中心(ID:59， 菲尔德时尚主管班台桌D0120),111.172.245.49,2017/11/25 16:59:40
5862,NSW,产品中心,更新 产品中心(ID:59， 菲尔德时尚主管班台桌D0120),111.172.245.49,2017/11/25 16:59:39
5861,NSW,产品中心,更新 产品中心(ID:59， 菲尔德时尚主管班台桌D0120),111.172.245.49,2017/11/25 16:59:02
5860,NSW,产品中心,更新 产品中心(ID:60， 简约板式经理办公桌HX1600),111.172.245.49,2017/11/25 16:57:44
5859,NSW,产品中心,更新 产品中心(ID:60， 简约板式经理办公桌HX1600),111.172.245.49,2017/11/25 16:56:27
5858,NSW,图库管理,21M001.21M002.21M003 750,111.172.245.49,2017/11/25 16:56:21
5857,NSW,图库管理,20161123113444_4021 750,111.172.245.49,2017/11/25 16:56:05
5856,NSW,图库管理,20161123113444_4021,111.172.245.49,2017/11/25 16:55:18
5855,NSW,产品中心,更新 产品中心(ID:61， 菲尔德时尚板式经理办公桌),111.172.245.49,2017/11/25 16:47:27
5854,NSW,图库管理,FL-D0220T反 750,111.172.245.49,2017/11/25 16:42:34
5853,NSW,图库管理,FL-D0220T 750,111.172.245.49,2017/11/25 16:42:21
5852,NSW,图库管理,20161123114740_7771,111.172.245.49,2017/11/25 16:41:53
5851,NSW,产品中心,更新 产品中心(ID:64， 板式主管办公班台D808),111.172.245.49,2017/11/25 16:27:15
5850,NSW,产品中心,更新 产品中心(ID:64， 板式主管办公班台D808),111.172.245.49,2017/11/25 16:27:14
5849,NSW,图库管理,20161123164336_7646,111.172.245.49,2017/11/25 16:26:08
5848,NSW,产品中心,更新 产品中心(ID:63， 板式经理办公桌D803),111.172.245.49,2017/11/25 16:23:22
5847,NSW,图库管理,20161123164134_9833,111.172.245.49,2017/11/25 16:22:41
5846,NSW,产品中心,更新 产品中心(ID:65， 奕风现代板式老板办公桌D0518),111.172.245.49,2017/11/25 16:16:02
5845,NSW,产品中心,更新 产品中心(ID:65， 奕风现代板式老板办公桌D0518),111.172.245.49,2017/11/25 16:15:18
5844,NSW,图库管理,ME- D0522 ME-D0520 ME-D0518 750,111.172.245.49,2017/11/25 16:14:11
5843,NSW,图库管理,ME- D0522 ME-D0520 ME-D0518,111.172.245.49,2017/11/25 16:12:54
5842,NSW,图库管理,20161123171520_9521,111.172.245.49,2017/11/25 16:12:39
5841,NSW,产品中心,更新 产品中心(ID:59， 菲尔德时尚主管班台桌D0120),111.172.245.49,2017/11/25 16:04:22
5840,NSW,图库管理,20161123112129_8083,111.172.245.49,2017/11/25 16:03:42
5839,NSW,产品中心,更新 产品中心(ID:59， 菲尔德时尚主管班台桌D0120),111.172.245.49,2017/11/25 15:59:51
5838,NSW,产品中心,更新 产品中心(ID:59， 菲尔德时尚主管班台桌D0120),111.172.245.49,2017/11/25 15:53:17
5837,NSW,图库管理,FL-D0122H FL-D0124H反 750,111.172.245.49,2017/11/25 15:51:20
5836,NSW,图库管理,FL-D0116H FL-D0118H  FL-D0120H   750,111.172.245.49,2017/11/25 15:51:06
5835,NSW,图库管理,FL-D0116H FL-D0118H  FL-D0120H          600 400,111.172.245.49,2017/11/25 15:40:49
5834,NSW,管理员控制面板,登录,111.172.245.49,2017/11/25 15:37:58
5833,NSW,管理员控制面板,登录,58.49.80.132,2017/11/25 15:10:38
5832,NSW,产品中心,批量删除 产品中心(IDs:<i>null</i>),111.172.245.49,2017/11/25 12:01:39
5831,NSW,产品中心,批量删除 产品中心(IDs:<i>null</i>),111.172.245.49,2017/11/25 12:01:28
5830,NSW,管理员控制面板,登录,111.172.245.49,2017/11/25 11:56:28
5829,NSW,管理员控制面板,登录,111.172.245.49,2017/11/25 11:05:28
5828,NSW,管理员控制面板,登录,111.172.245.49,2017/11/24 17:21:28
5827,NSW,管理员控制面板,登录,220.169.61.58,2017/11/24 16:47:37
5826,NSW,产品中心,更新 产品中心(ID:219， 传统大气沙发F-2013),111.172.245.49,2017/11/24 14:46:37
5825,NSW,产品中心,更新 产品中心(ID:221， 传统大气沙发F-2049),111.172.245.49,2017/11/24 14:46:11
5824,NSW,产品中心,更新 产品中心(ID:223， 接待沙发迎宾沙发布艺沙发F-2052),111.172.245.49,2017/11/24 14:45:51
5823,NSW,产品中心,更新 产品中心(ID:224， 时尚大气西皮沙发S005),111.172.245.49,2017/11/24 14:45:29
5822,NSW,产品中心,更新 产品中心(ID:225， 时尚休闲沙发F-675),111.172.245.49,2017/11/24 14:45:18
5821,NSW,产品中心,更新 产品中心(ID:226， 时尚西皮沙发F-676A),111.172.245.49,2017/11/24 14:44:59
5820,NSW,产品中心,更新 产品中心(ID:227， 时尚西皮沙发F-6860),111.172.245.49,2017/11/24 14:44:43
5819,NSW,产品中心,更新 产品中心(ID:228， 时尚现代沙发F-676),111.172.245.49,2017/11/24 14:44:30
5818,NSW,产品中心,更新 产品中心(ID:234， 时尚简约沙发HX-8001),111.172.245.49,2017/11/24 14:43:59
5817,NSW,产品中心,更新 产品中心(ID:237， 时尚大气办公沙发HX-205),111.172.245.49,2017/11/24 14:43:45
5816,NSW,产品中心,更新 产品中心(ID:249， 传统大气沙发B12),111.172.245.49,2017/11/24 14:43:33
5815,NSW,产品中心,更新 产品中心(ID:250， 时尚大气传统沙发F008),111.172.245.49,2017/11/24 14:43:21
5814,NSW,产品中心,更新 产品中心(ID:248， 人体工学网面电脑转椅办公椅206-1),111.172.245.49,2017/11/24 14:41:06
5813,NSW,管理员控制面板,登录,111.172.245.49,2017/11/24 14:38:46
5812,NSW,产品中心,新增 产品中心(时尚大气传统沙发F008),111.172.245.49,2017/11/24 13:24:11
5811,NSW,图库管理,时尚大气沙发,111.172.245.49,2017/11/24 13:23:37
5810,NSW,图库管理,时尚大气沙发,111.172.245.49,2017/11/24 13:23:21
5809,NSW,图库管理,时尚大气沙发,111.172.245.49,2017/11/24 13:13:43
5808,NSW,图库管理,时尚大气沙发,111.172.245.49,2017/11/24 13:13:29
5807,NSW,产品中心,新增 产品中心(传统大气沙发B12),111.172.245.49,2017/11/24 12:58:00
5806,NSW,图库管理,简单沙发,111.172.245.49,2017/11/24 12:56:32
5805,NSW,图库管理,传统沙发,111.172.245.49,2017/11/24 12:56:20
5804,NSW,图库管理,大气沙发,111.172.245.49,2017/11/24 12:56:06
5803,NSW,图库管理,时尚大气沙发,111.172.245.49,2017/11/24 12:55:54
5802,NSW,图库管理,传统时尚沙发,111.172.245.49,2017/11/24 12:53:11
5801,NSW,图库管理,传统沙发,111.172.245.49,2017/11/24 12:52:56
5800,NSW,产品中心,新增 产品中心(人体工学网面电脑转椅办公椅206-1),58.49.80.132,2017/11/24 11:37:50
5799,NSW,图库管理,2,58.49.80.132,2017/11/24 11:37:37
5798,NSW,图库管理,1,58.49.80.132,2017/11/24 11:36:44
5797,NSW,图库管理,主图,58.49.80.132,2017/11/24 11:36:28
5796,NSW,产品中心,新增 产品中心(人体工学网面电脑转椅办公椅T003),58.49.80.132,2017/11/24 10:17:30
5795,NSW,图库管理,4,58.49.80.132,2017/11/24 10:17:16
5794,NSW,图库管理,2,58.49.80.132,2017/11/24 10:17:08
5793,NSW,图库管理,T003前侧,58.49.80.132,2017/11/24 10:16:25
5792,NSW,图库管理,1,58.49.80.132,2017/11/24 10:16:18
5791,NSW,图库管理,主图,58.49.80.132,2017/11/24 10:16:11
5790,NSW,产品中心,新增 产品中心(网布经理办公电脑椅226A),58.49.80.132,2017/11/24 10:14:30
5789,NSW,图库管理,4,58.49.80.132,2017/11/24 10:14:09
5788,NSW,图库管理,2,58.49.80.132,2017/11/24 10:14:02
5787,NSW,图库管理,3,58.49.80.132,2017/11/24 10:12:23
5786,NSW,图库管理,1,58.49.80.132,2017/11/24 10:12:17
5785,NSW,图库管理,主图,58.49.80.132,2017/11/24 10:11:42
5784,NSW,管理员控制面板,登录,58.49.80.132,2017/11/24 9:40:51
5783,NSW,产品中心,更新 产品中心(ID:245， 时尚现代皮面大班椅经理椅HX-376A),58.49.80.132,2017/11/23 13:40:30
5782,NSW,图库管理,12,58.49.80.132,2017/11/23 13:40:16
5781,NSW,产品中心,新增 产品中心(时尚现代皮面大班椅经理椅HX-376A),58.49.80.132,2017/11/23 13:37:16
5780,NSW,图库管理,详情页,58.49.80.132,2017/11/23 13:36:20
5779,NSW,图库管理,5,58.49.80.132,2017/11/23 13:35:58
5778,NSW,图库管理,3,58.49.80.132,2017/11/23 13:35:48
5777,NSW,图库管理,4,58.49.80.132,2017/11/23 13:35:07
5776,NSW,图库管理,2,58.49.80.132,2017/11/23 13:35:00
5775,NSW,图库管理,1,58.49.80.132,2017/11/23 13:34:33
5774,NSW,管理员控制面板,登录,58.49.80.132,2017/11/23 13:32:29
5773,NSW,产品中心,新增 产品中心(时尚皮质老板大班椅HX-221),58.49.80.132,2017/11/23 11:44:45
5772,NSW,图库管理,12,58.49.80.132,2017/11/23 11:39:48
5771,NSW,图库管理,2,58.49.80.132,2017/11/23 11:39:41
5770,NSW,图库管理,11,58.49.80.132,2017/11/23 11:39:20
5769,NSW,图库管理,2,58.49.80.132,2017/11/23 11:39:13
5768,NSW,图库管理,1,58.49.80.132,2017/11/23 11:34:21
5767,NSW,管理员控制面板,登录,58.49.80.132,2017/11/23 11:33:55
5766,NSW,图库管理,主图,58.49.80.132,2017/11/23 11:33:17
5765,NSW,管理员控制面板,登录,58.49.80.132,2017/11/23 11:30:11
5764,NSW,产品中心,更新 产品中心(ID:243， 时尚皮面办公椅牛皮大班椅YS-1202A),58.49.80.132,2017/11/23 11:03:42
5763,NSW,管理员控制面板,登录,58.49.80.132,2017/11/23 11:00:55
5762,NSW,产品中心,更新 产品中心(ID:229， 时尚皮面办公椅大班椅经理椅CM-F106AS),58.49.80.132,2017/11/23 11:00:12
5761,NSW,产品中心,更新 产品中心(ID:243， 时尚皮面办公椅牛皮大班椅YS-1202A),58.49.80.132,2017/11/23 10:59:53
5760,NSW,产品中心,更新 产品中心(ID:229， 时尚皮面办公椅大班椅经理椅CM-F106AS),58.49.80.132,2017/11/23 10:58:07
5759,NSW,产品中心,更新 产品中心(ID:243， 时尚皮面办公椅牛皮大班椅YS-1202A),58.49.80.132,2017/11/23 10:57:49
5758,NSW,产品中心,更新 产品中心(ID:243， 时尚皮面办公椅牛皮大班椅YS-1202A),58.49.80.132,2017/11/23 10:56:38
5757,NSW,产品中心,新增 产品中心(时尚皮面办公椅牛皮大班椅YS-1202A),58.49.80.132,2017/11/23 10:56:15
5756,NSW,产品中心,更新 产品中心(ID:229， 时尚皮面办公椅大班椅经理椅CM-F106AS),58.49.80.132,2017/11/23 10:56:05
5755,NSW,图库管理,22,58.49.80.132,2017/11/23 10:55:32
5754,NSW,图库管理,11,58.49.80.132,2017/11/23 10:55:17
5753,NSW,图库管理,2,58.49.80.132,2017/11/23 10:55:06
5752,NSW,图库管理,1,58.49.80.132,2017/11/23 10:54:59
5751,NSW,图库管理,主图,58.49.80.132,2017/11/23 10:52:17
5750,NSW,管理员控制面板,登录,58.49.80.132,2017/11/23 10:50:11
5749,NSW,管理员控制面板,登录,58.49.80.132,2017/11/23 10:47:11
5748,NSW,产品中心,新增 产品中心(现代时尚屏风隔断办公桌ED30),58.49.80.132,2017/11/23 10:37:58
5747,NSW,图库管理,11-详情,58.49.80.132,2017/11/23 10:34:19
5746,NSW,图库管理,11-1,58.49.80.132,2017/11/23 10:34:01
5745,NSW,图库管理,11-副,58.49.80.132,2017/11/23 10:33:23
5744,NSW,产品中心,更新 产品中心(ID:241， 现代时尚钢架板式结合办公桌HX-D00218),58.49.80.132,2017/11/23 10:30:52
5743,NSW,产品中心,新增 产品中心(现代时尚钢架板式结合办公桌HX-D00218),58.49.80.132,2017/11/23 9:49:49
5742,NSW,图库管理,1-详情,58.49.80.132,2017/11/23 9:48:22
5741,NSW,图库管理,1-1,58.49.80.132,2017/11/23 9:47:53
5740,NSW,图库管理,1-副,58.49.80.132,2017/11/23 9:47:02
5739,NSW,产品中心,新增 产品中心(现代时尚屏风隔断办公桌ED30-P106),58.49.80.132,2017/11/23 9:44:18
5738,NSW,图库管理,13-详情,58.49.80.132,2017/11/23 9:43:11
5737,NSW,图库管理,13-1,58.49.80.132,2017/11/23 9:42:47
5736,NSW,图库管理,13-副,58.49.80.132,2017/11/23 9:42:23
5735,NSW,产品中心,新增 产品中心(现代时尚屏风隔断办公桌X3屏风),58.49.80.132,2017/11/23 9:39:35
5734,NSW,图库管理,Q4-详情,58.49.80.132,2017/11/23 9:37:45
5733,NSW,图库管理,Q3-详情,58.49.80.132,2017/11/23 9:35:16
5732,NSW,图库管理,Q4-1,58.49.80.132,2017/11/23 9:34:30
5731,NSW,图库管理,Q3-1,58.49.80.132,2017/11/23 9:34:20
5730,NSW,图库管理,Q3-副本,58.49.80.132,2017/11/23 9:33:39
5729,NSW,产品中心,新增 产品中心(现代时尚钢架板式结合办公桌A5系列),58.49.80.132,2017/11/22 17:27:59
5728,NSW,图库管理,Binder1_页面_054-详情,58.49.80.132,2017/11/22 17:26:52
5727,NSW,图库管理,Binder1_页面_054-1,58.49.80.132,2017/11/22 17:26:27
5726,NSW,图库管理,Binder1_页面_054-副,58.49.80.132,2017/11/22 17:26:05
5725,NSW,产品中心,新增 产品中心(时尚大气办公沙发HX-205),111.172.244.107,2017/11/22 17:09:44
5724,NSW,图库管理,时尚大气沙发,111.172.244.107,2017/11/22 17:08:36
5723,NSW,图库管理,时尚大气沙发,111.172.244.107,2017/11/22 17:08:23
5722,NSW,图库管理,时尚大气沙发,111.172.244.107,2017/11/22 17:05:03
5721,NSW,图库管理,时尚大气沙发,111.172.244.107,2017/11/22 17:04:48
5720,NSW,产品中心,新增 产品中心(现代时尚钢架板式结合办公桌HX-D0328V),58.49.80.132,2017/11/22 16:59:12
5719,NSW,图库管理,5-详情,58.49.80.132,2017/11/22 16:56:57
5718,NSW,图库管理,5-1,58.49.80.132,2017/11/22 16:55:57
5717,NSW,图库管理,5-副本,58.49.80.132,2017/11/22 16:54:55
5716,NSW,产品中心,新增 产品中心(现代时尚钢架板式结合办公桌HX-D0628V),58.49.80.132,2017/11/22 16:52:52
5715,NSW,产品中心,新增 产品中心(时尚简约沙发HX-8001),111.172.244.107,2017/11/22 16:52:44
5714,NSW,图库管理,6-详情,58.49.80.132,2017/11/22 16:50:41
5713,NSW,图库管理,6-1,58.49.80.132,2017/11/22 16:49:52
5712,NSW,图库管理,6-副,58.49.80.132,2017/11/22 16:49:27
5711,NSW,图库管理,休闲沙发,111.172.244.107,2017/11/22 16:49:14
5710,NSW,图库管理,三人位沙发,111.172.244.107,2017/11/22 16:49:02
5709,NSW,图库管理,时尚休闲沙发,111.172.244.107,2017/11/22 16:48:41
5708,NSW,图库管理,时尚单人沙发,111.172.244.107,2017/11/22 16:48:22
5707,NSW,图库管理,时尚办公沙发,111.172.244.107,2017/11/22 16:47:54
